Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Germany Bank #65,22,80F8005E0,800615F00,Partnership #28753
First Bank of Huron,117453,811756860,80047DC50,Corporation #45136
First Bank of the North,338070,80E5445F0,800C828D0,Corporation #19181
Savings Bank of New York,5836,811AB68F0,800C6D010,Sole Proprietorship #1750
Australia Bank #31,128636,80A8B30F0,800D25730,Corporation #50225
Savings Bank of Butte,2947,81215CF70,800E79710,Partnership #15479
National Bank of Topeka,319035,8070F1370,8009586D0,Partnership #52612
Golden Bancorp,1362,80E4AA7F0,800D03BD0,Sole Proprietorship #7864
Savings Bank of Laramie,122151,8139E9D70,800DD42B0,Sole Proprietorship #7961
China Bank #67,9209,80EF9F270,8009A9020,Sole Proprietorship #29994
Russia Bank #237,317081,8064B4270,800B7D160,Partnership #34376
Crytpo Bank #113,354237,813D3D071,800FE9980,Country #1
Canada Bank #4,225215,8099FD170,800C6E1B0,Sole Proprietorship #34965
Spain Bank #2929,151741,814085070,8009764F0,Partnership #29024
National Bank of the East,12,800A008F0,80092EAD0,Sole Proprietorship #9842
Savings Bank of Harrisburg,235986,80E74E7F0,800CCB0C0,Sole Proprietorship #11404
Future Cooperative Bank,2824,80AED8AF0,800F26860,Partnership #15267
Savings Bank of Butte,19888,8087ED6F0,800ED91C0,Sole Proprietorship #10532
First Bank of Lacrosse,15747,8075ECF70,800E49620,Corporation #9694
Israel Bank #16,143598,810A879F0,800ED4260,Partnership #13175
Israel Bank #11,142950,811873DF0,800EAAA80,Partnership #51698
Brazil Bank #13,135010,80DB7BFF0,800DA7850,Sole Proprietorship #8122
UK Bank #6,122405,8138F1C70,800C21370,Sole Proprietorship #34833
Russia Bank #24,17120,806397EF0,800B8F730,Corporation #31688
Russia Bank #63,287,806B08170,800B64280,Sole Proprietorship #8197
India Bank #69,212789,804B79470,800ADD5A0,Corporation #30559
Austria Bank #94,219805,810454070,8008E6030,Sole Proprietorship #27816
Savings Bank of Newport,17246,80C79A1F0,800471CD0,Partnership #16794
Brownstone Community Bank,27954,80C5E9600,80088A9D0,Sole Proprietorship #2850
Canada Bank #837,325895,8098C8C80,800C70D90,Partnership #36105
Brazil Bank #11,134920,80CE78B00,800D84F00,Partnership #36817
Australia Bank #52,28531,80AD7B680,800D28430,Partnership #36506
France Bank #1547,321047,80AF30480,80080D3B0,Corporation #46338
Switzerland Bank #55,42221,80FAA7980,800E5C200,Partnership #37691
Bank of Pittsburgh,8354,806705E00,8009DCD50,Partnership #39956
First Bank of Fort Wayne,29802,80D023A00,800DE2E40,Sole Proprietorship #19429
National Bank of Detroit,1068,813F21900,800C76270,Partnership #1583
Belgium Bank #226,27288,8093D4300,8008E4F50,Corporation #22187
Finland Bank #1277,25960,81212BB00,800944670,Partnership #29003
Israel Bank #9,43462,810C4EC00,800E84E60,Corporation #35871
Switzerland Bank #1,240229,80FCD3D80,800DB93F0,Corporation #34854
Switzerland Bank #104,338485,80E251580,800DB93F0,Corporation #34854
Spain Bank #1079,37887,80AC1F080,80069C2C0,Sole Proprietorship #23026
Italy Bank #201,17610,80A0A6A00,80092EAD0,Sole Proprietorship #9842
France Bank #85,2915,8014DBE80,8008631F0,Corporation #20789
National Bank of Huron,110836,806A87500,800F30700,Partnership #11240
Bank of Billings,11904,806474F00,800EF5DE0,Partnership #10734
National Bank of Harrisburg,31819,804EE2A80,800F00350,Sole Proprietorship #8591
Future Bank,9371,803724280,800BBD710,Partnership #7493
Bank of the West,22205,801BB5180,800F2BF20,Partnership #4366
Switzerland Bank #19,241021,80EE6B180,800E477C0,Partnership #16689
Mexico Bank #13,32564,80C1F9500,800D57540,Sole Proprietorship #36040
Plandor Cooperative Bank,236685,80D964980,80059E810,Partnership #18398
First Bank of Indianapolis,123288,811B0C300,8004EF610,Sole Proprietorship #14172
National Bank of Chicago,116845,807F43980,80046EC50,Corporation #10221
Bank of Montpelier,14387,80C241680,8004204A0,Corporation #12568
First Bank of Detroit,18617,8046C5380,80036E860,Corporation #6780
Plandor Savings Bank,908,80291C900,80010B280,Partnership #40530
Canada Bank #739,325831,809646C90,800CBB300,Sole Proprietorship #35374
Greece Bank #4959,36830,80287E010,8007F33D0,Sole Proprietorship #26959
City National Thrift,31427,801A56E90,80043B580,Corporation #6571
First Bank of Tampa,19535,808FE2890,8008810B0,Corporation #163
Switzerland Bank #320,340153,80EF05390,800E6DDE0,Corporation #35797
Switzerland Bank #147,41745,80FA98790,800DB93F0,Corporation #34854
Australia Bank #20,27621,80A45FD90,800CCD520,Corporation #33736
France Bank #444,29069,81198C990,80061E860,Sole Proprietorship #24120
Germany Bank #1485,320601,8077A2390,8007B8110,Corporation #23380
China Bank #6,20,800200510,8008623B0,Corporation #22027
UK Bank #44,22091,8086B2A90,800C08CA0,Partnership #35168
Russia Bank #13,16649,806C88B90,800B6A360,Partnership #34332
India Bank #28,213005,805780990,800AF2DA0,Corporation #31074
India Bank #25,7,800080C90,800A342A0,Corporation #29522
Japan Bank #13,10057,803DBAB90,800A679E0,Corporation #423
Brownstone Bancorp,23885,805AEA990,800276D60,Corporation #8025
Savings Bank of Harrisburg,22345,800EBAB90,8001D1700,Partnership #2384
First Bank of Montpelier,795,800818290,8000FFDA0,Partnership #45921
Plateau Federal Bank,314060,80EC56920,800ED7640,Sole Proprietorship #17630
Russia Bank #192,317030,8064B3C20,800B44480,Partnership #33830
Bank of Laramie,346678,811151420,8008FE130,Sole Proprietorship #39895
Canada Bank #57,27120,809ECF720,800C5EFF0,Partnership #35725
Netherlands Bank #1680,122352,80DE6F720,8007F7670,Corporation #22542
National Bank of Harrisburg,355566,8144E7820,800B2CC10,Sole Proprietorship #13812
Bank of Miami,225263,810C7F8A0,8006E9990,Corporation #17359
National Bank of Portland,4242,806004620,800C710B0,Sole Proprietorship #9900
Italy Bank #776,120519,807936CA0,8008EE0B0,Partnership #26579
Bank of the North,32891,8018832B0,800D17F10,Corporation #2735
Bank of Dallas,31608,80C2DB330,800EEB460,Sole Proprietorship #7469
Arbor Thrift,1688,80E334330,80094BC30,Corporation #6284
Crytpo Bank #440,354186,81433CA31,80059FDF0,Partnership #38444
Israel Bank #483,46042,81129E230,800EC4E40,Corporation #36255
Switzerland Bank #28,238190,80E193830,800DB93F0,Corporation #34854
Brazil Bank #13,135010,80D6FBE30,8014E6BD0,Corporation #18817
National Bank of New Orleans,513,800610FB0,800E56320,Corporation #695
Mexico Bank #18,131086,80C780830,800D4F460,Partnership #17641
Acme Federal Bank,16109,8029779B0,8002FECE0,Sole Proprietorship #5584
Future Cooperative Bank,2824,80F258B30,800210840,Corporation #19734
First Bank of the Valley,342011,80F5BF2C0,800F2AD80,Sole Proprietorship #2853
Plateau Thrift,326626,80F95FE40,800F47630,Sole Proprietorship #6801
Australia Bank #389,329615,80AC3C8C0,800CBB820,Corporation #33724
The Pine Trust Bank,16535,8135044C0,800B1EFD0,Corporation #4122
India Bank #163,312913,804CB27C0,800ABA660,Partnership #32618
Spain Bank #758,211164,80B846140,800912650,Sole Proprietorship #26239
Plandor Trust Bank,1467,8033AD2C0,800CFCFB0,Partnership #7036
Savings Bank of Fairfield,24515,802E7EEC0,800D7FDD0,Corporation #979
Australia Bank #21,228587,80B067AC0,800CFF850,Sole Proprietorship #35854
Austria Bank #90,22775,808A474C0,8006EE930,Partnership #47309
Germany Bank #239,1501,8031AE1C0,800690E20,Sole Proprietorship #24427
Regents Bank,347912,813378B50,800355320,Sole Proprietorship #45866
First Bank of Dallas,136301,80DEA39D0,800D24AB0,Corporation #2137
Bank of Newbury,33781,805F9F5D0,800410360,Partnership #10162
Slovakia Bank #106,1916,801FBB150,8007A5470,Partnership #27138
Netherlands Bank #117,225589,8130895D0,800907770,Corporation #24607
Acme Community Bank,344536,81050E350,800C19600,Partnership #40818
India Bank #25,7,805000CD0,800B37FD0,Sole Proprietorship #32878
Germany Bank #118,234222,812B17850,8007009B0,Partnership #23926
Arbor Federal Bank,23833,80FEE83D0,800DE5840,Sole Proprietorship #1540
Brownstone Trust Bank,21258,805098A50,800C46A70,Corporation #944
Saudi Arabia Bank #5,222,811B86050,800F12900,Corporation #13193
Mexico Bank #101,133452,80C5CA950,800D5F400,Sole Proprietorship #9093
Australia Bank #47,27755,80A2E3AD0,800CE1080,Partnership #9648
France Bank #35,13057,806918FD0,800703B90,Corporation #48396
Finland Bank #0,11,800100AD0,800616E80,Partnership #23260
Plandor Cooperative Bank,236685,80D9649D0,80059E690,Partnership #46079
Savings Bank of Fairfield,8623,80520D8D0,8003608C0,Partnership #22873
Bank of Fort Wayne,6010,806D3B250,8002EB6E0,Corporation #9141
Bank of Fort Wayne,6010,802BBB250,8002E98E0,Corporation #52790
Bank of New Orleans,12719,80518D8D0,8001FD940,Sole Proprietorship #8767
Plandor Savings Bank,22736,80A346760,80078F6F0,Corporation #6371
Regents Cooperative Bank,347133,8113DF1E0,800CE2D00,Sole Proprietorship #10403
Brazil Bank #293,335393,80D771FE0,800D2DEE0,Corporation #34629
Crytpo Bank #735,354933,8141535E1,800419300,Partnership #50846
First Bank of Lincoln,322019,80D14FEE0,80086EE50,Corporation #4770
Switzerland Bank #8,118,811A83460,800F1BC50,Partnership #38226
National Bank of Pittsburgh,220,813E06161,8001C0480,Sole Proprietorship #38435
National Bank of the East,12,805000960,800AB7730,Sole Proprietorship #39280
Italy Bank #471,33528,802C97360,8008479F0,Partnership #28345
Russia Bank #28,116843,806343AE0,800B49C40,Sole Proprietorship #32941
Germany Bank #360,28711,813E81CE0,80085EAD0,Partnership #29855
Italy Bank #82,123308,80E08D960,800641720,Sole Proprietorship #22680
Savings Bank of Arkadelphia,352261,813280DE0,800F384A0,Partnership #10165
Savings Bank of Madison,132523,80D12DAE0,800549390,Partnership #5634
First Bank of Dallas,13145,804E9A3E0,800E73FB0,Partnership #9064
Ireland Bank #96,23555,807860EE0,800732210,Partnership #47303
National Bank of New Orleans,513,805C90FE0,8000B72C0,Sole Proprietorship #9690
Golden Bancorp,1420,80062C960,8000A17A0,Corporation #54398
Spain Bank #812,36432,8068F2770,800837970,Corporation #52708
Japan Bank #6,39535,8038538F0,800A8E1C0,Sole Proprietorship #31476
National Bank of Augusta,322035,80B8CF6F0,800F64760,Partnership #14988
Crytpo Bank #4,124,814683171,80059FDF0,Partnership #38444
Savings Bank of Fairfield,8623,80508D8F0,800A01560,Sole Proprietorship #17570
Germany Bank #593,33824,802121F70,8008128F0,Corporation #18120
Bank of Chicago,22828,813149970,800C631F0,Sole Proprietorship #9809
National Bank of Harrisburg,25075,80780F6F0,800CACC60,Sole Proprietorship #8081
Crytpo Bank #4,124,814683170,800F5B2F0,Corporation #1428
China Bank #14,3,803200EF0,8009A0BD0,Partnership #49256
China Bank #6,20,801680570,800607990,Partnership #24022
Golden Bancorp,1420,80B8AC970,8000A7DA0,Partnership #15874
Saudi Arabia Bank #478,348954,811E98280,800E73950,Corporation #36539
Spain Bank #5254,33841,803D21700,80087B070,Partnership #26740
Savings Bank of Watertown,36175,803C6A800,800C9F900,Sole Proprietorship #17030
UK Bank #97,320422,80769DC80,800BFBF00,Partnership #35651
Japan Bank #567,39832,803DDC380,800A340F0,Partnership #31646
France Bank #1181,117698,80AB5EE80,8008838F0,Partnership #28671
Plateau Credit Union,16333,80357E900,800A74400,Corporation #7603
Regents Credit Union,32409,8011F4300,800DAA1D0,Sole Proprietorship #20495
Australia Bank #16,27995,80ADEA200,800CCDF40,Partnership #36140
Crytpo Bank #47,254958,81461F881,80059FDF0,Partnership #38444
Switzerland Bank #9,116,80EE83580,800E1D5C0,Partnership #37010
UK Bank #41,22422,80843C480,800C3B010,Corporation #32468
Belgium Bank #252,5329,80A026700,8007372D0,Sole Proprietorship #23617
China Bank #6,20,800A00580,80060D4A0,Sole Proprietorship #22348
Hearthstone Community Bank,137888,810755F80,800F5C540,Sole Proprietorship #10428
National Bank of Newbury,31154,8057CD680,8007949B0,Sole Proprietorship #9270
Sea Bank,18902,8049CE480,800D9EEB0,Corporation #6977
Crytpo Bank #47,254958,81461F880,800FADAB0,Partnership #16941
UK Bank #19,220572,807C6C180,800BE9DE0,Sole Proprietorship #33925
First Bank of Butte,127142,812B05C80,800526C50,Corporation #18610
Bank of the West,21174,800A95480,80011E9C0,Partnership #43886
Savings Bank of New Orleans,11107,800A5BE00,80010FBC0,Corporation #44898
Brazil Bank #153,335645,80CF78110,8014E6BD0,Corporation #18817
Plateau Community Bank,220271,812EE3810,800CBD800,Partnership #1070
Germany Bank #5279,36592,80BA77790,80074AE50,Corporation #38505
National Bank of Boston,6129,803EBF710,800FC14A0,Partnership #8355
Japan Bank #62,11687,80476DC10,800A7AAE0,Corporation #30355
Spain Bank #56,29814,80B9A3490,8007B0930,Sole Proprietorship #43818
Israel Bank #6,119,810103410,800E84E60,Corporation #35871
Switzerland Bank #28,238190,80ED93890,800E6C220,Corporation #34922
Spain Bank #23,1522,80232F690,800975430,Partnership #24481
Flagstone Federal Bank,1047,8012A0410,800EF4320,Sole Proprietorship #2935
Willows Bancorp,1729,800736F10,800F2CE40,Corporation #918
India Bank #39,114590,805C7C090,800B39ED0,Partnership #33557
India Bank #32,16,804B80790,800ABCD30,Sole Proprietorship #48923
Austria Bank #31,15180,801F5A990,80079C130,Partnership #39107
Savings Bank of the South,243254,811731490,8005D9D90,Partnership #53463
Brazil Bank #182,336860,80D79E1A0,8014E6BD0,Corporation #18817
Germany Bank #32,17615,813526821,800214100,Partnership #47000
Japan Bank #794,311362,804482EA0,800AA92C0,Corporation #53566
UK Bank #55,122463,8085F2020,800BD8050,Corporation #45442
Israel Bank #10,144639,810AA7020,800E84E60,Corporation #35871
Belgium Bank #1148,38820,806CBDDA0,8007E8990,Partnership #42018
Savings Bank of Topeka,34321,80C7B0720,800F2E880,Sole Proprietorship #14228
India Bank #37,313632,8050C9FA0,800AB34A0,Partnership #39325
Switzerland Bank #46,140754,80F1AE6A0,800E076C0,Corporation #34857
Spain Bank #9,21749,80B927520,800868990,Partnership #27829
Savings Bank of Houston,213952,81219EFA0,800DABC10,Sole Proprietorship #3366
Sunrise Credit Union,2952,80D65CBA0,800C76BF0,Partnership #6185
First Bank of Tampa,10344,80A3C3BA0,800CACEA0,Sole Proprietorship #13909
National Bank of Pittsburgh,220,809B861A0,800E533A0,Corporation #2837
Savings Bank of New Orleans,11107,805DDBE20,800F05950,Partnership #9999
Flagstone Federal Bank,1047,800D20420,800D0B270,Partnership #2149
Germany Bank #32,17615,813526820,8008382D0,Corporation #44723
Hearthstone Savings Bank,40188,813EE71A0,8005CD110,Corporation #19732
Bank of Lacrosse,122080,810467FA0,8004D49F0,Corporation #48689
Bank of Augusta,28255,8056F2020,800352740,Corporation #53868
Regents Trust Bank,15730,80A56B6A0,8002D7A20,Partnership #51983
Switzerland Bank #1098,339279,80EB6A830,800E6DDE0,Corporation #35797
France Bank #4120,3490,80026DEB0,800730D10,Sole Proprietorship #23809
Switzerland Bank #16,239604,80F0BF5B0,800DB93F0,Corporation #34854
Switzerland Bank #147,41745,80F618730,800DCD150,Partnership #37151
Sappo Bank,8771,809392E30,800CE0960,Sole Proprietorship #7470
India Bank #11,112733,804BC2131,800FE9980,Country #1
Savings Bank of Phoenix,38200,8095293B0,800947970,Sole Proprietorship #12357
Baltech Bancorp,34432,802934FB0,800CCABE0,Partnership #9556
Savings Bank of Columbus,124290,80F6ACEB0,80094D410,Partnership #13689
Canada Bank #4,225215,80967D030,800C58DF0,Corporation #33125
Japan Bank #13,10057,803EBAB30,800A6D820,Sole Proprietorship #30527
France Bank #75,2591,810850030,800779D50,Partnership #24696
Fieldstone Bank,351227,812C5F230,800A86F80,Sole Proprietorship #7075
Switzerland Bank #19,241021,80EE6B130,800E47940,Partnership #8292
India Bank #11,112733,804BC2130,800AF43E0,Corporation #2074
Italy Bank #1481,30850,80B9C4EB0,80093E9F0,Partnership #46810
Spain Bank #66,16941,803391930,800810EB0,Corporation #22444
Germany Bank #18,23,801200430,800630D00,Sole Proprietorship #43715
Bank of Laramie,5140,8033A05B0,8002C0B80,Partnership #7023
Flagstone Bancorp,1241,802BA6330,80014B6C0,Sole Proprietorship #49515
Arbor Savings Bank,1,800580F30,800056BE0,Partnership #860
China Bank #927,39083,809445A40,800A25420,Sole Proprietorship #29399
China Bank #6,20,802F005C0,800742850,Sole Proprietorship #22988
Saudi Arabia Bank #47,348320,812385FC0,800E73950,Corporation #36539
Israel Bank #6,119,811F03440,8014FA740,Corporation #19043
Australia Bank #35,328727,80A720440,800CCFF80,Sole Proprietorship #2093
France Bank #75,2591,8028D0040,800641EA0,Corporation #20756
Arbor Savings Bank,3229,814364140,8008CA390,Partnership #23116
Bank of Hartford,12735,80220D040,800DEEC80,Partnership #4996
India Bank #25,7,800080C40,800ABA5A0,Corporation #30402
Germany Bank #120,22758,8014C7CC0,8006E5CD0,Sole Proprietorship #22890
Ireland Bank #369,20248,812E783D0,80067C9C0,Corporation #54454
Bank of Madison,36915,80C481650,800BCA3F0,Corporation #17434
First Bank of Newbury,315466,813502AD0,800E5C460,Partnership #8078
China Bank #909,38035,803924650,8009A94A0,Sole Proprietorship #46706
France Bank #3925,31513,809958350,8006D6AF0,Partnership #24130
Russia Bank #523,318383,806EDD850,800B44540,Partnership #33831
Germany Bank #88,2467,80154DE50,8008E4030,Sole Proprietorship #27725
Israel Bank #31,44866,8112FAED0,800E7FA00,Partnership #37705
India Bank #17,13184,805A1CFD0,800B2FA10,Partnership #32771
Japan Bank #73,39288,8145CB3D0,800A340F0,Partnership #31646
Oak Cooperative Bank,115359,813514050,800C87B90,Corporation #2824
Golden Thrift,216645,80F2F2D50,800CE8740,Partnership #9671
Plandor Trust Bank,1467,80052D250,800F119A0,Partnership #795
Russia Bank #15,116425,806336B50,800B721A0,Partnership #34044
Russia Bank #13,16649,806108B50,800B66E20,Sole Proprietorship #43146
China Bank #37,18107,803035250,8009CDC10,Corporation #28370
France Bank #373,120511,8119B5050,8008ED850,Sole Proprietorship #52054
National Bank of Watertown,31606,803ADB4E0,800D7A7D0,Partnership #14864
Israel Bank #936,345277,810AA5160,800E84E60,Corporation #35871
Italy Bank #4697,37590,8035164E0,80098A5B0,Partnership #30020
Switzerland Bank #31,138335,80E5E2060,800DB93F0,Corporation #34854
UK Bank #58,23673,808AE3360,800C45670,Partnership #35142
Acme Trust Bank,6179,8091C1E60,800E7FC40,Sole Proprietorship #12974
India Bank #0,6,804A80CE0,800AAE400,Sole Proprietorship #45428
Austria Bank #31,15180,801F5A9E0,80079BFB0,Partnership #42718
Germany Bank #214,11056,808F597E0,800675920,Partnership #27179
Bank of the South,228597,80E067560,800535F90,Sole Proprietorship #45821
Savings Bank of Springfield,16733,81178A160,80046B370,Corporation #49441
National Bank of Boston,215687,808054C60,800442060,Corporation #43783
Spain Bank #5392,350706,81294F6F0,8008FE5B0,Corporation #24638
Savings Bank of the South,3248,8002657F0,800C74470,Sole Proprietorship #1133
Switzerland Bank #54,241901,80FD07970,800DE5060,Sole Proprietorship #36701
Bank of Billings,33937,80C2A4770,800D10DF0,Partnership #2375
